2021-03-29,"??3월29일 개발일지??

1. 만년달력 만듦
2. 폰트오류 수정함

#오늘의 소감
오늘은 레이아웃에 가장 큰 부분을 차지하는 만년달력을 만들었다. 크기부분은 조금 손 봐야할거같다. 그리고 HTML폰트스타일이 적용이 안되어서 원인을 찾는데 시간이 걸렸지만 해결했다. 이번주는 개인발표가 있는 주라 바쁠거 같다. css적용하면서 레이아웃을 예쁘게 꾸며야 하는데 생각보다 시간이 많이 걸린다. 빨리 할 일 하고 중간고사때는 좀 널널하게 보내고싶다."
2021-03-28,"??3월 27일 개발일지??
# 오늘의 프로젝트 진행

1. 멜론 상위차트 제목 크롤링
2. 데이터 수집
3. 인스타그램 게시물 크롤링

# 오늘의 소감
원래 내가 맡기로 했던 데이터 수집의 결과가 나오지 않아서 고민 끝에 조원들에게 도움을 요청했다.
정말 고맙게도 다들 조금씩 도움을 준다고 해서 정말 감사를 느꼈다..!!
목표중 하나였던 멜론 상위차트 크롤링은 무난하게 성공했다. 생각보다 어렵지 않아서 기분이 너무 좋았다 ㅎㅎ
다음 작업인 인스타 크롤링에 도전하던중 갑작스러운 문제가 생겨났다. 사이트 주소릅 입력하는 곳에 문제가 생긴건지, 코드를 실행하면 해당 주소의 사이트가 열리다가 갑자기 종료된다..ㅜㅜ
해결 방안을 찾아보아도 해결이 되지 않아서 너무 답답하다..정말 화가 난다!!
하루빨리 문제를 해결해서 다른 조원들에게 도움이 될수 있게 노력해야겠다.
"
2021-03-26,"3월 25일 개발일지

오늘의 프로젝트 진행??

1. 제네릭 뷰 공부하기
2. 예제 코딩해보기
3. html css 입혀보기

오늘의 소감??
달력과 관련된 코드를 짤 때 도움이 될 것 같아 제네릭 뷰를 공부해보고 예제를 따라해봤다!
그리고 전에 연습삼아 만들어 봤던 웹사이트에 html css를 입혀보았다. 직접 짠코드는 아니지만... css가 들어갔을때의 웹사이트 모습을 보고 싶어서 시도해보았다. 나중에 다른 팀원이 만든 프론트와 연동할 것이기도 하고! 내가 오늘한 것과는 조금 다르겠지만ㅜㅜ 열심히 공부해서 좋은 웹 사이트를 만들고 싶다??"
2021-03-25,"3월 25일 개발일지

오늘의 프로젝트 진행

1. 학습시킬 데이터 찾기
2. 멜론 크롤링 공부

# 오늘의 소감

감정 분석을 할 BERT모델에 학습시킬 데이터를 찾는데 하루를 꼬박 새니 너무 힘들다 ㅠ
그래도 학습에 필요한 데이터 셋을 찾았다.

데이터를 찾고 난 뒤에는 멜론 리스트에서 노래제목을 가져오는 방법을 공부중인데 많이 어렵다.. 팀원들에게 약속한 내용까지는 할 수 있어야 하는데 많이 힘들다..
너무 힘들다.. 우울하다..
그래도 맡기로 한 일은 반드시 할 수 있도록 노력해야겠다.
내일도 화이팅!!"
2021-03-23,"??3월 23일 개발일지??
# 오늘의 프로젝트 진행

1. 인스타 크롤링 토큰 문제
2. 데이터 수집
3. 깃 에러

# 오늘의 소감
git에러 문제를 해결할려고 했었다. 전에는 pull이 안되서 막혀있었는데
bash에서 예전 깃허브 계정으로 로그인 되어있다는걸 알아차렸고
그래서 안되는거라고 생각했었다. 그리고 계정을 바꿔주었는데도 똑같이 안되고 있다ㅠ
남들은 쉽게 하던거 같던데 왜 잘 안되는건지 원..ㅠ
아직은 다들 따로따로 공부하고 있기에 당장 필요하진 않겠지만,
그래도 하겠다고 말을 해뒀으니 책임감 때문에 스트레스가 쌓인다.!!
나 너무 화나. 화가 단단히 났다!!
내일은 레포를 싹 다 지우고, 폴더 경로도 새로 만들어서 다시 해봐야겠다.
그리고 곧 있을 PPT 발표도 준비 끝내야한다.
이번주엔 발표도 있어서 바쁘다 바빠ㅋㅋ
힘내야지! ??"
2021-03-22,오늘은 월요일이였다. 월요일은 1교시 수업이 있어서 부지런하게 살아야 하는 날이다. 아까 학원에서 잠와서 힘들었다.ㅠ 주말동안 웹사이트 이미지 구글링 해보면서 사이트를 어떻게 만들어 나갈 지 찾아보았다. 어느 정도 머리 속으로 구상은 있는데 만들어 나가는게 걱정이다. 책보면서 따라 해보는 중인데 우리 팀이 원하는 기능 다 들어가게 사이트 만들어 갔으면 좋겠다. 점점 중간고사 기간이 다가오는거 같아 촉박한 마음도 든다. 해야할일 부지런히 해서 나중에 밀리는 일이 절~대 없었으면 좋겠다. 게을러지지 말아야지!
2021-03-20,"django를 공부하면서 여러 사이트를 따라 만들어보았었는데, 이제 직접 기능을 구현해야하다보니 조금 걱정이 된다..
그래서 기능을 구현하려고 여러 정보를 찾아보면서 다른 사람들은 어떻게 구현했는지 살펴보았다. 어떤 방식으로 할지 고민이 된다. 내일부터 코드를 짜기 시작할거고 정했던 기한 내에 기능을 완성하고 싶다! 열심히 해야지!!!"
2021-03-20,"??3월 19일 개발일지??

# 오늘의 프로젝트 진행

1. 인공지능 서비스 구체화
2. 다음주 스프린트 작성
3. 데모 제작 일정 기획

# 오늘의 소감

오늘 교수님과 아이디어에 대한 의견을 나누었다.
생각을 정확하게 전달하는 것은 힘든 일이다. 교수님은 한번 해보시라고 하셨다. 각자 맡은 임무 분담을 잘해서 데모까지 만들어 볼려고 한다. 데모까지 만들고 시간이 남으면 인공지능 서비스도 더 공부하는걸로..ㅎㅎ
인공지능 공부도 하면서 조장 일도 함께 하려니 신경쓸 게 많다.
난 조장 일을 할 사람은 아닌데 팀원들이 잘 따라와줘서 고맙다.( 정말 마음에 들어서 하는 걸까..?)
그래도 다들 착하고 활기차보여서 좋아좋아ㅋㅋ

#캡스톤디자인 #AI #인공지능 #개발일지 #s.saw # 감정이들어나는단어넣기어렵다"
2021-03-18,목요일은 엄청나게 바쁜 날이다.. 오전 9시에 학교에서 가서 오후 3시까지 풀 수업이다. 연강이 3개나 있는 날이 바로 목요일이다..ㅠ 오늘 학교 수업끝나고 바로 신창동으로 갔다. 학원가기 전에 늦은 점심겸저녁을 먹고 학원에 갔다. 학원에 가서 5시30분에 있는 정보처리기사 수업 전에 서버웹프로그래밍 과제를 해버려야 겠다고 생각했다. 과제하다가 막힌 부분이 있었는데 왕비호님이 도와주신다고 하셨다~~나는 수업시간이 되서 정보처리기사 수업을 들으러갔다. 수업끝나고 와보니까 왠~걸 진짜 고쳐놓고 왕비호님은 사라지셨다~~오늘 지금까지 본 왕비호님 모습중에 가장 정상이라고 생각했다~ㅎ학원 다니는게 재미있다. 학원에서 코딩 공부 열심히해서 취뽀하고 싶다.제발 ㅠㅠㅠ 오늘 하루도 정말 나 자신 열심히 살았다. 이제 캡스톤 공부하고 맥주 조지고 자야겠당~~ㅎㅅㅎ
2021-03-18,하루가 끝나고 침대에 누워서 핸드폰을 보다가 예전 캠핑사진을 우연히 보게되었다. 나중에 시간이 나면 또 가고싶다..
2021-03-16,오랜만에 새로운 드라마를 봤는데 재밌었다. 완결난 드라마라 결말까지 알 수 있어서 좋았다. 비슷한 장르의 다른 드라마도 찾아서 보고 싶다!
